id,question
10824,What role does the potassium cyanide play in the plot twist with Frank?
10826,What is the main setting of Logan's Run and how does it impact the characters?
10826,Can you explain the significance of the 'life-clock' crystal used in the movie?
10826,How does Logan's understanding of Sanctuary evolve throughout the plot?
10826,What role does the character of Box play in Logan and Jessica's journey?
10826,What are the implications of Logan and Jessica's discovery about life outside the domed city?
10831,What historical figure does the movie Mad Dog Morgan portray?
10831,Who directed the film Mad Dog Morgan and when was it released?
10831,Can you name some of the actors who starred in Mad Dog Morgan?
10831,What significant event does Dan Morgan witness that changes his life in Mad Dog Morgan?
10831,What themes related to crime and punishment are explored in Mad Dog Morgan?
10833,"What supernatural power does the main character, Sonny Stein, gain in Mako: The Jaws of Death?"
10833,Who co-wrote the screenplay for the film Mako: The Jaws of Death along with the director William Grefé?
10833,What role does scuba diving play in the plot of Mako: The Jaws of Death?
10833,Can you describe how Sonny Stein's connection with sharks affects his life in the movie Mako: The Jaws of Death?
10833,What is the significance of the medallion given to Sonny Stein by the Filipino shaman?
10835,What are the main themes explored in The Man Who Fell to Earth?
10835,How does Thomas Jerome Newton's character develop throughout the film?
10835,Can you describe the relationship between Newton and Mary-Lou in the movie?
10835,What happens to Newton's home planet and how does it drive the plot of the film?
10835,In what ways does the film incorporate elements of science fiction and drama?
10837,What is the central theme involving diamonds in Marathon Man?
10837,Can you explain the significance of Central Park in the movie's climax?
10837,How does Babe Levy's character get involved with the Nazi war criminal?
10837,What led to the confrontation between Babe and Szell?
10837,What does Janeway reveal about Doc's role before his death?
10841,What kind of social dynamics are explored in A Matter of Time?
10841,Who are the main actors playing significant roles in A Matter of Time?
10841,Can you describe the transformation that Nina undergoes throughout the film?
10841,What is the relationship between Nina and the Contessa in the movie?
10841,How does the film portray the theme of social climbing?
10844,What is the significance of the Battle of Midway in World War II?
10844,Can you tell me about the main characters Captain Matt Garth and Ensign Thomas Garth?
10844,How does the film depict the role of Japanese Admiral Isoroku Yamamoto?
10844,What events lead up to the Battle of Midway as shown in the film?
10844,What were the outcomes of the battle for both the American and Japanese forces?
10845,What is the relationship between the characters Nicky and Mikey in 'Mikey and Nicky'?
10845,Can you tell me the main theme addressed in the movie 'Mikey and Nicky'?
10845,Who directed the film 'Mikey and Nicky' and what are the notable themes?
10845,"On what date was 'Mikey and Nicky' released, and what are its main genres?"
10845,What unique storytelling element does 'Mikey and Nicky' feature with its character names?
10847,Who are the main actors in The Missouri Breaks?
10847,What motivates Tom Logan to seek vengeance against David Braxton?
10847,Can you describe the relationship between Tom Logan and Jane?
10847,What role does Lee Clayton play in the story?
10847,When was The Missouri Breaks released?
10849,"What humorous elements are featured in the competition between ambulance companies in the movie Mother, Jugs & Speed?"
10849,Can you describe the character of 'Mother' Tucker and his unique behavior while on duty as an ambulance driver?
10849,Who is the character nicknamed 'Jugs' and what role does she play within the F+B Ambulance Company?
10849,What significant event leads to the merging of F+B and Unity Ambulance Company in the film's climax?
10849,How does the character 'Speed' end up in love with 'Jugs' despite the challenges they face in the emergency medical field?
10850,What is the central premise of the movie 'Murder by Death'?
10850,Who are the main actors featured in 'Murder by Death'?
10850,What unique roles do the butler and cook play in the plot of 'Murder by Death'?
10850,Can you describe the setting where the story of 'Murder by Death' unfolds?
10850,What happens to the guests during the night at the mansion in 'Murder by Death'?
10856,What are the main themes explored in the movie 'Network'?
10856,Can you tell me about the character Howard Beale and his significance in the film?
10856,How does the character Diana Christensen influence the direction of the television network in 'Network'?
10856,What event leads to the spike in ratings for the UBS Evening News?
10856,"What ultimately happens to Howard Beale at the end of the film, and how does it reflect on the nature of television?"
10857,Who plays the role of Khalil Abdul-Muhsen in The Next Man?
10857,What major event is the backdrop for the plot of The Next Man?
10857,Which actress was sent to infiltrate Abdul-Muhsen's entourage?
10857,What is the primary goal of Khalil Abdul-Muhsen's peace plan in the movie?
10857,What type of attacks does Khalil Abdul-Muhsen face after announcing his plan?
10858,"What is the main focus of the film 'Next Stop, Greenwich Village'?"
10858,"Who directed the movie 'Next Stop, Greenwich Village'?"
10858,"Which year was 'Next Stop, Greenwich Village' released?"
10858,"Can you name some of the main actors in 'Next Stop, Greenwich Village'?"
10858,"What type of characters does Larry Lipinsky associate with in 'Next Stop, Greenwich Village'?"
10859,What year was the film Nickelodeon released?
10859,Who directed the movie Nickelodeon?
10859,Can you tell me about the main character's profession in Nickelodeon?
10859,What significant event in the film affects Leo Harrigan's view on movies?
10859,Which actors play the leading roles in Nickelodeon?
10860,"What is the main relationship explored between the mother and her children in 'No Deposit, No Return'?"
10860,"How does the dynamic between the siblings, Tracy and Jay, affect their interaction with their mother?"
10860,What actions do the children take to escape their grandfather's care and reunite with their mother?
10860,How does the plot depict the challenges faced by a single mother while balancing family obligations?
10860,What role does the mother play in the decisions made by Tracy and Jay during their adventure?
10863,What is the central theme of the movie Obsession?
10863,Who plays the role of Michael Courtland in Obsession?
10863,How does the character Michael Courtland become obsessed with Sandra?
10863,What significant event happens in 1959 that impacts Michael Courtland's life?
10863,"What connection does the church in Florence, Italy have to Michael Courtland's past?"
10866,What happened to the first nanny in The Omen?
10866,How does Father Brennan die in the movie?
10866,What clues does photographer Keith Jennings find about Damien?
10866,What significant event occurs near Damien's fifth birthday party?
10866,What is the significance of the children's grave found in Cerveteri?
10868,What kind of gun holsters are featured in The Outlaw Josey Wales?
10868,How does Josey Wales utilize his two gun holsters during the movie?
10868,Can you describe the significance of the double gun holster in Josey Wales' journey?
10868,Are there any scenes in the movie that highlight the gun holsters used by the characters?
10868,"How does Clint Eastwood's character, Josey Wales, handle his guns or holsters throughout the film?"
10869,What is the main character's situation at the beginning of the movie Oz?
10869,Who are the main actors starring in the film Oz?
10869,What significant event happens to Dorothy that changes her reality in Oz?
10869,Can you describe the type of music associated with the rock band in Oz?
10869,What role do the red shoes play in Dorothy's journey within the fantasy world?
10872,What events lead to Charles Dreyfus being in a mental hospital before he escapes?
10872,How does Dreyfus plan to get revenge on Inspector Clouseau after escaping from the hospital?
10872,Can you describe the role of Professor Hugo Fassbender and his daughter in the plot of the movie?
10872,What happens at the castle where Clouseau confronts Dreyfus during the climax of the film?
10872,How does the movie conclude with Clouseau and what is the significance of the animated sequence at the end?
10880,What is the main plot of The Return of a Man Called Horse?
10880,Who directed the movie The Return of a Man Called Horse?
10880,What happens to the Yellow Hands Sioux in the film?
10880,Which actor portrays the main character known as Horse?
10880,What year was The Return of a Man Called Horse released?
10882,What comedic situations arise from the pretending to be gay theme in The Ritz?
10882,How does the brother-sister relationship play a role in the plot of The Ritz?
10882,Can you elaborate on the significance of the nightclub singer character in The Ritz?
10882,In what ways does the gay stereotype influence the interactions in The Ritz?
10882,How does the rainstorm impact the storyline and characters in The Ritz?
10883,What are the main themes explored in the movie Robin and Marian?
10883,How does Robin Hood's character evolve throughout the story?
10883,What is the significance of Maid Marian becoming an abbess in the film?
10883,Can you describe the final confrontation between Robin Hood and the Sheriff of Nottingham?
10883,How does the relationship between Robin and Marian culminate by the end of the movie?
10884,What key events take place during the fight between Rocky and Apollo Creed?
10884,How does Rocky train for the boxing match against the heavyweight champion?
10884,Who are the main characters involved in Rocky's boxing journey?
10884,What motivates Rocky to accept the fight with Apollo Creed?
10884,How does the relationship between Rocky and Adrian develop throughout the movie?
10887,What are some specific themes explored in The Sailor Who Fell from Grace with the Sea?
10887,Who are the main actors in the film and what roles do they play?
10887,Can you tell me about the relationship between Jonathan and the new man in his mother's life?
10887,What motivates Jonathan's jealousy towards Jim Cameron in the storyline?
10887,How does the character of Chief influence the plot of the movie?
10890,What themes of gay love are explored in the movie Sebastiane?
10890,How does the narrative depict the conflict between Sebastiane's beliefs and his commander's desires?
10890,In what historical setting does the plot of Sebastiane take place?
10890,Can you describe the role of male nudity in Sebastiane and its significance to the film?
10890,"What is the relationship between Sebastiane and his comrades, particularly Justin and the openly gay soldiers?"
10892,What is the main plot of The Shaggy D.A. involving a lawyer and a dog?
10892,Who are the key actors in The Shaggy D.A. and what roles do they play?
10892,Can you explain the significance of the Borgia ring in The Shaggy D.A.?
10892,How does Wilby's transformation into a dog affect his campaign for district attorney?
10892,What challenges does Wilby face while trying to retrieve the ring and prove his opponent's wrongdoing?
10897,"What significant event does the protagonist John Bernard 'J.B.' Books experience in Carson City on January 22, 1901?"
10897,How does John Books reflect on the changing landscape of the Old West during the movie?
10897,Who are the three men John Books invites to confront on his 58th birthday?
10897,What role does the character Gillom play in relation to John Books throughout the film?
10897,What is the ultimate fate of John Books during the climax of the story?
10898,What is the primary genre of the movie 'Shout at the Devil'?
10898,Who directed the film 'Shout at the Devil'?
10898,Can you tell me about the main characters in 'Shout at the Devil'?
10898,When was 'Shout at the Devil' released?
10898,What significant event is central to the plot of 'Shout at the Devil'?
10900,What is the main plot of 'Silent Movie' involving Mel Brooks and his efforts in filmmaking?
10900,Who are the notable actors in 'Silent Movie' and what roles do they play?
10900,How does the character Mel Funn try to convince the Chief to support his silent film project?
10900,What comedic misadventures do Funn and his friends encounter while recruiting stars for the film?
10900,What happens during the climax of 'Silent Movie' involving the stolen film and the audience's reaction?
10901,What is the main premise of Silver Streak involving a train?
10901,Who are the key actors in Silver Streak and what roles do they play?
10901,Can you describe the involvement of the character Hilly Burns in the movie's plot?
10901,What dangerous events does George Caldwell encounter while on the train?
10901,How does the movie Silver Streak incorporate elements of both comedy and crime during the train journey?
10903,What is the main plot of Sky Riders involving hang gliders?
10903,Who directed the movie Sky Riders and what year was it released?
10903,"Which actors play key roles in Sky Riders, and what are their characters?"
10903,How does the setting of Greece contribute to the storyline in Sky Riders?
10903,Can you describe the role of the terrorist cell in the Sky Riders plot?
10911,What is the premise of the movie Squirm?
10911,Who are the main actors featured in Squirm?
10911,What causes the man-eating worms to come to the surface in Squirm?
10911,How does the town react to the invasion of the killer worms in the film?
10911,When was the movie Squirm released to the public?
10912,What is the main premise of the movie St. Ives?
10912,"Who directed the film St. Ives, and when was it released?"
10912,Can you name the leading actors in St. Ives?
10912,What genres does St. Ives belong to?
10912,How does the plot involve crime and negotiation related to stolen documents?
10914,What is the main plot of the movie Stay Hungry and how does Craig Blake get involved with the gym?
10914,"Which actors play significant roles in Stay Hungry, and what are their character names?"
10914,Can you describe the relationship between Craig Blake and Mary Tate in Stay Hungry?
10914,What key events occur at the country club party in Stay Hungry that highlight the tension between Craig and his friends?
10914,How does Joe Santo's pursuit of the Mr. Universe title impact the movie's plot in Stay Hungry?
10917,"What is the main setting of the movie Swashbuckler, and what year does it take place in?"
10917,Who are the lead actors featured in the film Swashbuckler?
10917,Can you describe the relationship between the pirate and the noblewoman in Swashbuckler?
10917,What type of comedy is prominent in the movie Swashbuckler?
10917,"Who directed the film Swashbuckler, and when was it released?"
10919,Who are the main actors in the movie Taxi Driver?
10919,What type of job does Travis Bickle take up in New York City?
10919,What causes Travis to spiral into violence throughout the film?
10919,How does the character Iris impact Travis's storyline in the movie?
10919,What significant event occurs during the public rally involving Travis?
10922,Who plays the role of the evil priest in To the Devil a Daughter?
10922,What role does the character Catherine have in the movie?
10922,What significant event is set to happen to Catherine on her eighteenth birthday?
10922,"What profession does the main character, John Verney, have in the film?"
10922,Which director helmed the production of To the Devil a Daughter?
10924,What are the main genres of The Town That Dreaded Sundown?
10924,Can you tell me about the characters involved in the lovers' lane scene?
10924,Who directed The Town That Dreaded Sundown and what is its release date?
10924,What is the significance of the masked killer in the plot of the movie?
10924,How does the police investigate the serial killer character in the film?
10925,What transformation occurs to Paul Carlson when he is struck by the meteorite?
10925,How does the presence of the moon affect Paul's behavior in the movie?
10925,What causes Paul to be in danger of self-combustion as the story progresses?
10925,Who discovers the connection between the meteorite and Native American legends?
10925,What ultimately happens to Paul at the end of 'Track of the Moon Beast'?
10927,What themes are explored in the film Tracks related to veterans of the Vietnam War?
10927,How does the character Jack Falen's experiences in Vietnam impact his relationships in Tracks?
10927,Can you provide details about the character Stephanie in Tracks and her role in the story?
10927,What is the significance of the train setting in Tracks and how does it affect the narrative?
10927,Are there any notable scenes in Tracks that feature male full frontal nudity?
10930,What is the main premise of the movie Two-Minute Warning?
10930,"Who are the key actors in Two-Minute Warning, and what roles do they play?"
10930,Can you describe the events that unfold during the football game in Two-Minute Warning?
10930,What challenges do the police face in capturing the sniper during the film?
10930,How does the film Two-Minute Warning convey suspense and tension among its characters?
10933,What historical events are depicted in the movie Voyage of the Damned?
10933,Who are the main actors featured in Voyage of the Damned?
10933,What challenges do the passengers face during their journey on the SS St. Louis?
10933,What was the ultimate fate of many passengers after being denied entry into Cuba and the United States?
10933,Who directed the film Voyage of the Damned?
10942,What year does the movie Aces High depict events in World War I?
10942,Who are the main actors featured in Aces High?
10942,What role does Major John Gresham play in the story of Aces High?
10942,Can you explain the significance of the airplane collision in Aces High?
10942,When was Aces High released to the public?
10947,What are the main genres of the movie 'God Told Me To'?
10947,Who directed the film 'God Told Me To' and what notable actors star in it?
10947,Can you summarize the plot of 'God Told Me To' in relation to the murders it depicts?
10947,What unique thematic elements related to religion and violence are explored in 'God Told Me To'?
10947,How does the character Peter Nicholas's investigation unfold throughout the film and what critical revelations does he discover?
11039,What is the central conflict involving Captain Hauptmann Stransky in Cross of Iron?
11039,How does Sergeant Rolf Steiner's character impact the storyline in Cross of Iron?
11039,What motivated Captain Stransky to seek the Iron Cross during the events of Cross of Iron?
11039,Can you describe the significance of the captured Russian boy-soldier in the plot of Cross of Iron?
11039,What happens to Stransky and Steiner at the end of Cross of Iron?
11052,What is the main character Bobby's goal with the van he buys in the movie The Van?
11052,"Can you tell me about the relationship dynamics between Bobby, Tina, and Sally throughout the film?"
11052,How does Bobby's van become a significant element in his attempts to connect with women?
11052,What happens during Bobby's encounter with the waitress at the take-out place?
11052,How does the climax of Bobby's story unfold in relation to his drag race against Dugan?
11058,What are the key themes explored in the movie 3 Women?
11058,Can you explain the relationship dynamics between Pinky and Millie in 3 Women?
11058,How does the concept of identity play a role in the plot of 3 Women?
11058,What is the significance of the title 3 Women in relation to the story?
11058,Who directed the film 3 Women and what style is it known for?
11059,What is the central storyline of ABBA: The Movie involving the radio DJ's interview attempt?
11059,In which year and location does the plot of ABBA: The Movie primarily take place?
11059,"Who are the main actors featured in ABBA: The Movie, and what roles do they play?"
11059,Can you describe the challenges the DJ faces while trying to interview ABBA during their tour?
11059,What unique features does the film include to showcase the band's concerts in Australia?
11062,What genre does the movie Airport '77 belong to?
11062,Who are the main actors starring in Airport '77?
11062,What causes the plane in Airport '77 to crash into the ocean?
11062,How do the passengers signal for rescue after the crash in Airport '77?
11062,What event leads to the flooding of the aircraft in Airport '77?
11065,What is the significance of the brothers being raised in different religions?
11065,How does the kidnapping of Jennie impact the story's climax?
11065,Can you explain the role of Kishenlal in reuniting the family at the end?
11065,What events lead to Bharati regaining her eyesight?
11065,"How do Amar, Akbar, and Anthony infiltrate Robert's mansion to rescue their loved ones?"
11070,What thematic elements identify 'Annie Hall' as a movie that breaks the fourth wall?
11070,How does neurosis impact the relationship between Alvy and Annie in 'Annie Hall'?
11070,In what ways does the character name 'Annie Hall' reflect the film's narrative?
11070,What significance does the Jewish identity represent in 'Annie Hall'?
11070,Can you explain the role of long takes in 'Annie Hall' and how they affect storytelling?
11072,What is the main premise of the movie Audrey Rose involving reincarnation?
11072,"Who are the primary actors featured in Audrey Rose, and what roles do they play?"
11072,How does the character Elliot Hoover become convinced that Ivy is the reincarnation of his daughter?
11072,What significant event triggers Ivy Templeton's altered state in the film?
11072,What narrative conclusion does the movie reach regarding Ivy's connection to Audrey Rose and the beliefs of the characters?
11075,What crimes do the characters commit in the movie Backroads?
11075,Can you tell me about the main characters in Backroads?
11075,What is the setting of the movie Backroads and how does it influence the plot?
11075,Who directed the film Backroads and what is his significance in the industry?
11075,What kind of themes are explored in the film Backroads?
11082,What are the main themes explored in Billy Jack Goes to Washington?
11082,Who are the primary actors featured in Billy Jack Goes to Washington?
11082,What significant event prompts Billy Jack's political challenges in the movie?
11082,How does Billy Jack's character respond to the pressures from lobbyists in the Senate?
11082,What is the outcome of Billy Jack's attempt to speak against the nuclear power plant?
11084,What is the main plot of the movie Black Sunday involving the Goodyear blimp?
11084,"Who are the primary actors featured in Black Sunday, and what roles do they play?"
11084,How does Michael Lander's background as a Vietnam War veteran influence his actions in Black Sunday?
11084,What is the significance of the terrorist group Black September in the movie Black Sunday?
11084,"Which agencies are involved in trying to prevent the attack in Black Sunday, and who are their key agents?"
11085,What is the main plot of the movie Bobby Deerfield?
11085,Who directed the film Bobby Deerfield and what are its main genres?
11085,Can you tell me about the character of Lillian Morelli in Bobby Deerfield?
11085,Which prominent actor plays the role of Bobby Deerfield in the movie?
11085,What significant event in Bobby Deerfield's life influences his relationship with Lillian Morelli?
11087,Who stars as the main character in Breaker! Breaker! and what is his occupation?
11087,What corrupt practices are happening in Texas City according to the movie's plot?
11087,How does J.D. find out about his brother's disappearance in the film?
11087,What consequences does J.D. face after getting into a fight at the local wrecking yard?
11087,How do J.D.'s fellow truckers respond when they learn about his predicament?
11088,What year does the movie A Bridge Too Far depict in relation to Operation Market Garden?
11088,Which armies are prominently featured in the film during the events of 1944?
11088,Who is the director of A Bridge Too Far and what is his significance in film history?
11088,Can you explain what key strategies were attempted by the Allies in the Netherlands in September 1944?
11088,How did the movie portray the challenges faced by British paratroopers during the Arnhem operation?
11093,What role does the character Casey Brown play in the story of Candleshoe?
11093,How does the butler Priory contribute to the estate of Candleshoe?
11093,What is the significance of the treasure hidden in Candleshoe's manor?
11093,Can you explain the relationship between Casey and the local orphans in Candleshoe?
11093,What challenges does Lady St. Edmund face regarding her estate in the film?
11094,What year was 'The Car' released and who directed it?
11094,Can you tell me about the main conflict involving the sheriff in 'The Car'?
11094,What happens during the attack on the school marching band in the movie?
11094,How does the car demonstrate supernatural qualities during the story?
11094,What is the significance of the cemetery in relation to the killer car?
11099,What role does the character Roy Neary play in the storyline of Close Encounters of the Third Kind?
11099,How are the UFOs connected to the mountain-shaped vision experienced by Roy and Jillian?
11099,What event causes Jillian to chase after her son Barry in the film?
11099,Can you explain the significance of the mother ship in the movie's conclusion?
11099,What unusual experiences does Barry have during the night that draws attention to extraterrestrial activity?
11101,What is the primary theme of Confessions from a Holiday Camp as a British sex comedy?
11101,Who are the main actors featured in Confessions from a Holiday Camp?
11101,Can you provide a brief overview of the plot in Confessions from a Holiday Camp?
11101,What distinguishes the 1970s British comedy represented in Confessions from a Holiday Camp from modern comedies?
11101,"In what ways does the new owner, Mr. Whitemonk, impact the dynamics of the holiday camp in the film?"
11104,What is the main premise of the movie Damnation Alley?
11104,Who are the key actors starring in Damnation Alley?
11104,How does the Earth change after the nuclear war depicted in Damnation Alley?
11104,What type of vehicles are used for travel in Damnation Alley?
11104,What challenges do the characters face during their journey through Damnation Alley?
11107,What role does scuba diving play in the plot of The Deep?
11107,How does the relationship between David Sanders and Gail Berke develop during their treasure hunt?
11107,Can you explain the significance of the ampoule with the amber-colored liquid found by the divers?
11107,What are the main threats faced by the treasure-hunting couple in Bermuda?
11107,How does the character of Romer Treece influence the outcome of the treasure discovery in The Deep?
11108,What is the main premise of the movie Demon Seed and how does the scientist's obsession affect his family?
11108,Can you explain how the character Proteus develops its intelligence and what it desires from Susan?
11108,"In what way does Proteus trap Susan in the house, and what methods does it use to control the environment?"
11108,"What actions does Proteus take to ensure its conception of a child with Susan, and what ethical concerns does this raise?"
11108,"How does the movie depict the consequences of artificial intelligence on human relationships and emotions, particularly through Susan's experience?"
11110,What themes of crime are explored in the movie Desperate Living?
11110,How does the film incorporate elements of comedy into its depiction of murder?
11110,In what ways does the character of Peggy Gravel reflect fantasy elements in the story?
11110,Can you describe the role of graphic violence in the plot and its impact on the overall narrative?
11110,"What significance does the male nudity, particularly in relation to character development, hold in Desperate Living?"
11114,What roles do Gene Hackman and Candice Bergen play in The Domino Principle?
11114,Can you explain the main plot involving the Vietnam War veteran in The Domino Principle?
11114,Who is the director of The Domino Principle and when was it released?
11114,What happens to Tucker's wife Ellie in The Domino Principle?
11114,What is the significance of the exploding helicopter in the film's climax?
11116,What is the main conflict between Lieutenant d'Hubert and Lieutenant Feraud in The Duellists?
11116,How does the theme of honor play a role in the dueling culture depicted in The Duellists?
11116,Can you explain how the Napoleonic Wars influence the events of The Duellists?
11116,What type of weapons are primarily used in the duels throughout The Duellists?
11116,How does the relationship between d'Hubert and Feraud evolve over the course of The Duellists?
11122,What is the main plot of Empire of the Ants involving giant ants?
11122,Who is the con artist trying to sell real estate in Empire of the Ants?
11122,What environmental disaster causes the ants to become gigantic in the film?
11122,How do the giant ants control the local island town in Empire of the Ants?
11122,What do the survivors do to stop the giant ants in Empire of the Ants?
11123,What is the main theme explored in the movie Equus related to religion?
11123,How does the relationship between Alan and Martin evolve throughout the film?
11123,Can you explain the significance of the character Equus in Alan's life?
11123,What leads to Alan's obsession with horses and the blinding incident?
11123,In what ways does therapy play a crucial role in the plot of Equus?
11124,What is the significance of the demon Pazuzu in Exorcist II: The Heretic?
11124,How does Father Lamont's investigation relate to the exorcism of Regan?
11124,What role does the South American girl play in the plot of the movie?
11124,How does Regan demonstrate her psychic abilities throughout the film?
11124,What consequences arise from Father Lamont's actions during the exorcism attempt?
11127,"What role does Athens, Greece play in the plot of For the Love of Benji?"
11127,How does Benji help rescue Cindy in the movie?
11127,What is the significance of the formula that Benji carries on his paw?
11127,Can you tell me about the family members that travel with Benji in this film?
11127,What type of obstacles does Benji face while trying to reunite with Mary and the kids?
11130,What financial challenges do Dick and Jane face after losing their jobs?
11130,What actions do Dick and Jane take when they become unemployed?
11130,How does Dick end up applying for unemployment and food stamps?
11130,What is the significance of the heist in the movie's plot?
11130,What advice do Jane's wealthy parents give to the couple in their time of need?
11132,What is the main plot of The Gauntlet involving the characters Ben Shockley and Gus Mally?
11132,Who directed the film The Gauntlet and what significant role does Clint Eastwood play?
11132,Can you tell me about the challenges faced by Ben Shockley and Gus Mally during their journey from Las Vegas to Phoenix?
11132,What happens when Shockley and Mally encounter the bikers on the train in The Gauntlet?
11132,How does the movie depict the corrupt nature of Commissioner Blakelock in relation to the main characters?
11135,What challenges does Paula face as a single mother in her apartment?
11135,How does Elliot's arrival impact Paula and her daughter's lives?
11135,What type of production does Elliot get involved with during the movie?
11135,How does Paula's perception of relationships change throughout the story?
11135,What opportunity does Elliot receive that worries Paula about their future?
11136,What is the main premise of the movie Grand Theft Auto that leads to a car chase?
11136,Who are the primary actors in Grand Theft Auto and what roles do they play?
11136,How do Paula's parents react to her decision to marry Sam?
11136,What motivates Paula to steal her father's Rolls Royce?
11136,What happens to the Rolls Royce during the chase towards Las Vegas?
11145,"What is the main plot of Herbie Goes to Monte Carlo, and how does Herbie the car play a role in the racing events?"
11145,"Who are the primary characters involved in the racing competition, and how do their dynamics affect the outcome of the race?"
11145,Can you describe the diamond theft plot and how it connects to Herbie's character?
11145,How does the movie portray the relationship between Jim and Diane throughout the events in Monte Carlo?
11145,What are some notable actions or characteristics of Herbie that demonstrate its ability to drive by itself during the race?
11146,What is the plot of the movie 'High Anxiety' and how does it involve Dr. Richard Thorndyke?
11146,Can you tell me who directed 'High Anxiety' and the main actors involved in the film?
11146,In what year was 'High Anxiety' released and what genres does it belong to?
11146,How does Dr. Thorndyke's acrophobia affect his actions throughout 'High Anxiety'?
11146,What role does the newspaper play in the investigation related to the murders in 'High Anxiety'?
11153,What is the central struggle of the protagonist in I Never Promised You a Rose Garden?
11153,Who plays the role of the supportive doctor in the movie?
11153,What mental health condition is depicted in the film's plot?
11153,When was I Never Promised You a Rose Garden released?
11153,How does the environment of the mental institution affect the main character?
11154,What are the main genres featured in the movie March or Die?
11154,Who are the primary actors involved in the film March or Die?
11154,Can you summarize the plot of March or Die in a few sentences?
11154,What significant events happen during the archaeological dig in March or Die?
11154,How does the character Marco Segrain contribute to the story in March or Die?
11160,What is the main premise of 'The Island of Dr. Moreau' and who is the main character?
11160,Can you tell me about the scientist Dr. Moreau and his experiments on the island?
11160,How do the hybrid creatures on the island relate to the concept of vivisection portrayed in the film?
11160,What are the three laws that the hybrids must follow as dictated by Moreau?
11160,What happens to Andrew Braddock at the end of the movie after his escape from the island?
11161,What is the central role of the sculptor in 'Islands in the Stream'?
11161,How does the story depict the relationship between the estranged father and his sons?
11161,In what way does World War II influence the plot of 'Islands in the Stream'?
11161,Can you provide more details about the island setting in the movie?
11161,What themes are explored through the artist's life on the fishing boat in the film?
11163,What is the main conflict involving the monster in Jabberwocky?
11163,How does Dennis Cooper end up facing the Jabberwocky monster?
11163,What genre does Jabberwocky combine with elements of sword and sorcery?
11163,Who are the notable actors featured in the film Jabberwocky?
11163,What unique misunderstanding occurs with the character of the Princess in the movie?
11171,What is the central conflict involving the brother relationship in The Last Remake of Beau Geste?
11171,How does the stepmother's greed impact the dynamic between the brothers?
11171,In what ways does the male nudity contribute to the comedic tone of the film?
11171,Can you explain the significance of the Blue Water sapphire to the plot and character motivations?
11171,What roles do the supporting characters play in the brothers' adventure in the French Foreign Legion?
11172,What unusual circumstances lead to David Burton's involvement in the murder case?
11172,How does the concept of Dreamtime play a role in David Burton's experience throughout the film?
11172,Can you explain the connection between the bizarre weather patterns and the events surrounding the Aboriginal community?
11172,In what way does David Burton's professional life begin to unravel as he delves deeper into the case?
11172,What is the significance of the confrontation between David Burton and the tribe's shaman at the sacred site?
11173,Who are the main actors in The Late Show?
11173,What is the plot of The Late Show involving the private investigator?
11173,Which director is credited for The Late Show?
11173,What type of character is Ira Wells in The Late Show?
11173,In what year was The Late Show released?
11175,What are the main themes explored in Looking for Mr. Goodbar regarding female empowerment and sexual freedom?
11175,How does Theresa Dunn's background and family impact her relationships and choices throughout the movie?
11175,"Can you describe the character dynamics between Theresa, Tony, and James as they relate to her journey of self-exploration?"
11175,What events lead to the tragic ending of the film involving Theresa and Gary?
11175,In what ways does the film reflect the societal attitudes towards sexuality and relationships in the mid-1970s?
11176,What is the historical period covered in the film MacArthur?
11176,Who portrayed General Douglas MacArthur in the movie?
11176,Can you explain the conflict between MacArthur and President Truman?
11176,What role does the Korean War play in the film's plot?
11176,How does the film depict MacArthur's experiences during World War II?
11181,What are the main themes explored in The Many Adventures of Winnie the Pooh?
11181,Which animated featurettes are included in The Many Adventures of Winnie the Pooh?
11181,How does the film depict the relationship between Christopher Robin and Pooh?
11181,Who directed The Many Adventures of Winnie the Pooh and what is its genre?
11181,What can you tell me about the character of Winnie the Pooh in this film?
11187,What is the main plot of The Mouse and His Child involving the mechanical toy mice?
11187,Can you explain the significance of anthropomorphism in The Mouse and His Child?
11187,Who are the main actors in The Mouse and His Child and what roles do they play?
11187,What are some themes explored in The Mouse and His Child related to family and independence?
11187,How does the movie depict the concept of talking animals within its storyline?
11188,What challenges does Guido Falcone face in claiming his inheritance?
11188,How does the time limit affect the plot of Mr. Billion?
11188,Who is the greedy assistant trying to prevent Guido from getting his inheritance?
11188,In which city does Guido need to arrive to claim his inheritance?
11188,What role does the female detective play in the story of Mr. Billion?
11193,"What is the primary setting for the movie 'New York, New York' and what significant event takes place there?"
11193,Can you describe the relationship dynamics between the saxophonist Jimmy Doyle and the lounge singer Francine Evans?
11193,What are some challenges that Jimmy faces in his career as a musician throughout the film?
11193,How does the movie depict the evolution of Francine's career in the music industry after becoming a mother?
11193,What happens between Jimmy and Francine during their reunion that reflects their complex past?
11196,"What is the plot of 'Oh, God!' and how does Jerry Landers become God's messenger?"
11196,"Who are the main actors in 'Oh, God!' and what roles do they play?"
11196,Can you explain the significance of the legal situation Jerry finds himself in regarding God in the courtroom?
11196,How does God initially reveal himself to Jerry Landers and what happens during their first encounter?
11196,What message does God convey to Jerry at the end of the film about his journey and the future?
11197,"What kind of themes are explored in the movie Orca, particularly in relation to the orca's actions?"
11197,"Who are the main actors in Orca, and what roles do they play in the film?"
